,loss,val_loss
0,181.02377115885417,176.73971557617188
1,139.57533620198566,149.18490600585938
2,115.94994608561198,132.70745849609375
3,103.17587636311849,121.21856689453125
4,93.5072250366211,112.506103515625
5,86.30401306152343,105.39241027832031
6,79.96966145833333,99.37020874023438
7,75.39537404378255,93.99341583251953
8,70.4824946085612,89.18328857421875
9,66.56652908325195,84.832275390625
10,62.82672704060872,80.85673522949219
11,58.82835159301758,77.2402114868164
12,56.023136393229166,73.89137268066406
13,53.73341064453125,70.770751953125
14,50.71759872436523,67.87059783935547
15,49.051195780436196,65.14730072021484
16,46.630819447835286,62.5875244140625
17,44.349595387776695,60.16456985473633
18,42.141639709472656,57.869239807128906
19,41.12416534423828,55.66539764404297
20,38.51680348714193,53.585838317871094
21,36.92536163330078,51.5873908996582
22,35.123172505696616,49.661712646484375
23,33.873959096272785,47.80503845214844
24,31.986412811279298,46.0239143371582
25,30.85924441019694,44.31772994995117
26,29.46995646158854,42.6856803894043
27,28.338481012980143,41.11852264404297
28,27.050567372639975,39.61177444458008
29,25.912696584065756,38.16381072998047
30,24.477342478434245,36.77743148803711
31,23.37853101094564,35.451045989990234
32,22.445017369588218,34.17307662963867
33,21.405292765299478,32.93584442138672
34,20.420910517374676,31.755001068115234
35,19.676100794474284,30.61190414428711
36,18.71017049153646,29.511810302734375
37,17.68350321451823,28.45851707458496
38,17.42034689585368,27.42710304260254
39,16.532688077290853,26.443201065063477
40,15.826990381876628,25.49648666381836
41,15.087664731343587,24.578777313232422
42,14.6524746576945,23.6882266998291
43,13.799393653869629,22.838083267211914
44,13.121221288045247,22.018110275268555
45,12.921029154459635,21.219104766845703
46,11.998267809549967,20.45252799987793
47,11.577578163146972,19.702478408813477
48,10.962876001993815,18.99075698852539
49,10.634859530131022,18.29734992980957
50,10.097098859151204,17.62354278564453
51,9.651757113138835,16.972286224365234
52,9.17869332631429,16.35384750366211
53,8.636797777811687,15.754518508911133
54,8.38198906580607,15.173582077026367
55,7.901227601369222,14.621404647827148
56,7.585714371999105,14.090289115905762
57,7.104445552825927,13.578280448913574
58,6.948990980784099,13.083882331848145
59,6.483474445343018,12.605975151062012
60,6.388063780466715,12.1354341506958
61,6.012920220692952,11.688695907592773
62,5.916273307800293,11.250566482543945
63,5.435884221394857,10.842794418334961
64,5.33619327545166,10.447060585021973
65,5.001360940933227,10.066035270690918
66,4.878859186172486,9.695639610290527
67,4.674926360448201,9.340405464172363
68,4.410510810216268,9.004310607910156
69,4.385971244176229,8.667716979980469
70,4.042895046869914,8.3556489944458
71,3.896583398183187,8.061254501342773
72,3.8771306037902833,7.763619899749756
73,3.727968756357829,7.477864742279053
74,3.498566913604736,7.210196495056152
75,3.3856314023335776,6.957301139831543
76,3.4007429599761965,6.700894355773926
77,3.3371346473693846,6.4549150466918945
78,3.0927477995554606,6.223219871520996
79,3.025309451421102,6.009778022766113
80,2.905981731414795,5.802796840667725
81,2.8307889461517335,5.6103434562683105
82,2.795635763804118,5.424233913421631
83,2.7453078905741375,5.252250671386719
84,2.770590623219808,5.070498466491699
85,2.6186113675435383,4.909700393676758
86,2.51365213394165,4.7516984939575195
87,2.5125244935353597,4.6032514572143555
88,2.5618107954661054,4.4541473388671875
89,2.438200028737386,4.327159881591797
90,2.3567418813705445,4.199573516845703
91,2.333152159055074,4.09072732925415
92,2.41390700340271,3.970574140548706
93,2.3454039176305135,3.8729476928710938
94,2.3095983982086183,3.7824699878692627
95,2.234541575113932,3.7002952098846436
96,2.3219933907190957,3.6204750537872314
97,2.265596032142639,3.551361083984375
98,2.2330072005589803,3.4757773876190186
99,2.3228411197662355,3.4275143146514893
100,2.2729779720306396,3.3549447059631348
101,2.238579789797465,3.3086018562316895
102,2.2936487197875977,3.2689642906188965
103,2.302062257130941,3.219053268432617
104,2.2381020545959474,3.185901403427124
105,2.26665678024292,3.1739025115966797
106,2.30871106783549,3.1441802978515625
107,2.219894059499105,3.1257071495056152
108,2.2532756487528482,3.0977604389190674
109,2.2188421964645384,3.0898778438568115
110,2.223017867406209,3.079169988632202
111,2.1724364360173545,3.0833659172058105
112,2.200512401262919,3.0705161094665527
113,2.2203447898228963,3.036618232727051
114,2.1753952741622924,3.038052797317505
115,2.2214911619822186,3.0158627033233643
116,2.2555740594863893,3.0327632427215576
117,2.2621107419331867,3.049327850341797
118,2.2810870965321857,3.0366249084472656
119,2.159285052617391,3.0371458530426025
120,2.2897955258687337,3.024895668029785
121,2.3196627140045165,3.021599292755127
122,2.2925402323404946,3.012066602706909
123,2.186740247408549,3.024369716644287
124,2.331673526763916,3.031851053237915
125,2.174217947324117,3.0384886264801025
126,2.20349809328715,3.0352606773376465
127,2.230337611834208,3.0400636196136475
128,2.2324689467748007,3.023516893386841
129,2.319942013422648,3.0052971839904785
130,2.2231902440388995,2.9966492652893066
131,2.2639936129252116,3.0076828002929688
132,2.2008617162704467,3.0110669136047363
133,2.163056246439616,2.998612642288208
134,2.322374693552653,3.0103392601013184
135,2.2180476824442548,3.0193495750427246
136,2.2960297584533693,3.0203170776367188
137,2.3835561434427897,3.020725727081299
