,loss,val_loss,lr
0,148.92811024983723,26.62405776977539,0.009999999776482582
1,43.08778483072917,12.47169303894043,0.009999999776482582
2,26.61208979288737,7.170896053314209,0.009999999776482582
3,18.6716864267985,4.480985164642334,0.009999999776482582
4,14.043415959676107,3.024503707885742,0.009999999776482582
5,11.337465858459472,2.203321933746338,0.009999999776482582
6,9.040429369608562,1.7380326986312866,0.009999999776482582
7,7.638538551330567,1.48781418800354,0.009999999776482582
8,6.528576755523682,1.3785619735717773,0.009999999776482582
9,5.566453011830648,1.3678395748138428,0.009999999776482582
10,5.018668047587076,1.3905484676361084,0.004999999888241291
11,4.632343578338623,1.4306212663650513,0.004999999888241291
12,4.2640922387441,1.48623526096344,0.004999999888241291
13,4.0446965058644615,1.558201789855957,0.004999999888241291
14,3.7362635771433514,1.6437673568725586,0.004999999888241291
15,3.6130701700846353,1.7426884174346924,0.004999999888241291
16,3.389307403564453,1.856205701828003,0.004999999888241291
