,loss,val_loss
0,190.45164388020834,189.00564575195312
1,147.80672505696614,154.8436279296875
2,120.97802174886068,136.12600708007812
3,106.26463114420572,123.77616882324219
4,95.90408020019531,114.4814224243164
5,86.81657206217447,106.97145080566406
6,82.57291768391927,100.58543395996094
7,75.82621815999349,95.06607818603516
8,72.1295893351237,90.00775146484375
9,68.18739776611328,85.44518280029297
10,63.464638010660806,81.368408203125
11,60.075005594889326,77.68675994873047
12,57.365543874104816,74.32582092285156
13,54.221238962809245,71.2306137084961
14,51.353041330973305,68.3568344116211
15,49.25426228841146,65.64962005615234
16,47.19845835367838,63.09654998779297
17,45.111549631754556,60.687225341796875
18,43.06949920654297,58.41276931762695
19,41.45786590576172,56.239166259765625
20,38.78575642903646,54.196075439453125
21,37.26668090820313,52.24650955200195
22,35.86220728556315,50.373146057128906
23,34.171704864501955,48.58525848388672
24,32.67007726033528,46.87582778930664
25,31.53965072631836,45.21955490112305
26,29.89175122578939,43.6246337890625
27,29.55986124674479,42.064186096191406
28,27.714211908976235,40.58723449707031
29,26.19504763285319,39.1765022277832
30,25.347329584757485,37.803985595703125
31,24.673388799031574,36.46659851074219
32,23.438269424438477,35.1788444519043
33,22.509916559855142,33.937599182128906
34,21.474224599202476,32.740150451660156
35,20.46858990987142,31.585155487060547
36,19.579423650105795,30.460933685302734
37,18.769076665242512,29.36765480041504
38,18.04948641459147,28.312707901000977
39,17.17139549255371,27.298410415649414
40,16.258457310994466,26.32600975036621
41,15.49930508931478,25.392932891845703
42,15.066377385457356,24.48711395263672
43,14.343019676208495,23.615652084350586
44,13.72631664276123,22.77450180053711
45,13.248593711853028,21.963016510009766
46,12.788468488057454,21.17751693725586
47,12.00224494934082,20.429452896118164
48,11.373758061726887,19.710107803344727
49,11.049475161234538,19.010353088378906
50,10.580617968241373,18.329931259155273
51,9.975588862101237,17.68458366394043
52,9.649875322977701,17.057178497314453
53,9.170776430765788,16.455581665039062
54,8.914946174621582,15.866909980773926
55,8.305348269144694,15.305471420288086
56,7.973004786173503,14.758333206176758
57,7.696972274780274,14.237550735473633
58,7.392314974466959,13.730497360229492
59,7.048747920989991,13.245588302612305
60,6.869409434000651,12.76904296875
61,6.515726693471273,12.313072204589844
62,6.296943219502767,11.871576309204102
63,6.077814070383708,11.446154594421387
64,5.661173979441325,11.040034294128418
65,5.300558789571126,10.64689826965332
66,5.285041077931722,10.263381958007812
67,5.004287242889404,9.896513938903809
68,4.806272665659587,9.546701431274414
69,4.588371690114339,9.208025932312012
70,4.426357460021973,8.882039070129395
71,4.269280242919922,8.566911697387695
72,4.138853295644124,8.257692337036133
73,3.859478219350179,7.972867012023926
74,3.8746649106343587,7.695211887359619
75,3.7900935490926106,7.421197414398193
76,3.5070905685424805,7.158419609069824
77,3.529870700836182,6.906065940856934
78,3.2907614072163898,6.666773319244385
79,3.2074680010477703,6.42633581161499
80,3.1064094066619874,6.202288627624512
81,3.068123451868693,5.98779296875
82,2.9302893320719403,5.781539440155029
83,2.860809405644735,5.583331108093262
84,2.8062618573506675,5.390130519866943
85,2.715351374944051,5.208910942077637
86,2.4745855649312336,5.043381690979004
87,2.5922388394673663,4.879769325256348
88,2.586058982213338,4.725768089294434
89,2.4854282697041827,4.5728373527526855
90,2.465587107340495,4.431208610534668
91,2.3745418230692548,4.294795036315918
92,2.4422845045725503,4.168426036834717
93,2.4426606337229413,4.041125297546387
94,2.3885887463887534,3.934083938598633
95,2.335088507334391,3.829279661178589
96,2.267988125483195,3.733638048171997
97,2.3108214378356933,3.651674270629883
98,2.178984610239665,3.583261489868164
99,2.2913321018218995,3.5068984031677246
100,2.170064163208008,3.432645797729492
101,2.313002920150757,3.373685121536255
102,2.316233507792155,3.3094520568847656
103,2.1605633894602456,3.26721453666687
104,2.177496592203776,3.2340729236602783
105,2.220387665430705,3.1974282264709473
106,2.1959659894307455,3.1643950939178467
107,2.371039628982544,3.1425728797912598
108,2.135817813873291,3.119349241256714
109,2.235636075337728,3.115703582763672
110,2.2106430848439533,3.093379497528076
111,2.2446895440419516,3.047797918319702
112,2.218498786290487,3.0493714809417725
113,2.299449841181437,3.0407891273498535
114,2.201168505350749,3.0212225914001465
115,2.238469139734904,3.0104548931121826
116,2.2621375878651935,3.0295538902282715
117,2.250453472137451,3.0252623558044434
118,2.208853991826375,3.0355653762817383
119,2.2270784695943195,3.0322115421295166
120,2.2420730113983156,3.0054931640625
121,2.21107816696167,3.0000269412994385
122,2.2554539998372394,3.049039125442505
123,2.2309330304463706,3.059845209121704
124,2.2509178638458254,2.9894070625305176
125,2.205612373352051,2.985042095184326
126,2.07458758354187,3.068510055541992
127,2.1966299374898273,2.9766273498535156
128,2.1178306420644124,3.060042142868042
129,2.2249945322672526,3.074841022491455
130,2.236573568979899,3.0493693351745605
131,2.2666387716929117,3.005622386932373
132,2.1917675813039144,3.0161499977111816
133,2.274295123418172,2.9870669841766357
134,2.3099851767222086,2.9783003330230713
